adress,age,reg_date,price,实用面积,建筑面积,tdtr1uprice,tdtrlGuprice,tdtr1ltdayheldd,tdtr1ltperc
  瓊林別墅 (A-B座)  五樓 A1室, 54 ,14/11/19,$1160萬,741呎 ,-, $15655 ,-,[ 1708天,升36%]
  嘉樂苑  18樓 B室, 27 ,13/11/19,$670萬,411呎 ,607呎 , $16302 , $11038 ,[ 4991天,升265%]
 文豪閣 A座  12樓 C室, 35 ,12/11/19,$1920萬,991呎 ,1188呎 , $19374 , $16162 ,[ 6942天,升279%]
 帝庭園 2座  5樓 C室, 24 ,12/11/19,$1850萬,932呎 ,1109呎 , $19850 , $16682 ,[ 5424天,升154%]
 欣圖軒 1座  13樓 J室, 22 ,11/11/19,$740萬,471呎 ,589呎 , $15711 , $12564 ,-,-
 皓畋 7座  17樓 B室, 3 ,08/11/19,$5573萬,1477呎 ,-, $37731 ,-,-,-
  加多利軒  21樓 A室, 2 ,08/11/19,$1047萬,389呎 ,-, $26926 ,-,-,-
  彌敦大廈  七樓 512號 (後座), 62 ,07/11/19,$325萬,343呎 ,-, $9475 ,-,-,-
  百樂大廈  六樓 A室 (322號), 56 ,07/11/19,$630萬,718呎 ,-, $8774 ,-,[ 3265天,升78%]
 翠華大廈 4座  4樓 A室, 59 ,07/11/19,$1188萬,943呎 ,-, $12598 ,-,-,-
  翠林雅軒  20樓 A室, 13 ,06/11/19,$1020萬,583呎 ,747呎 , $17496 , $13655 ,[ 1626天,升31%]
 皓畋 2座  10樓 F室, 3 ,06/11/19,$1170萬,595呎 ,-, $19664 ,-,[ 1135天,升15%]
半山壹號 1期 半山徑33號  30樓 33號, 11 ,06/11/19,$2485萬,1252呎 ,1636呎 , $19848 , $15189 ,[ 4152天,升27%]
 皓畋 1座  8樓 G室, 3 ,05/11/19,$1265萬,579呎 ,-, $21848 ,-,[ 1287天,升16%]
  文翠閣  5樓 A室, 30 ,05/11/19,$1086萬,572呎 ,710呎 , $18986 , $15296 ,-,-
  典雅大廈  22樓 B室, 28 ,04/11/19,$593萬,311呎 ,484呎 , $19051 , $12242 ,[ 8770天,升798%]
半山壹號 1期 半山徑29號  56樓 29號, 11 ,04/11/19,$2700萬,1252呎 ,1636呎 , $21565 , $16504 ,[ 3494天,升31%]
天鑄 2期 3座  25樓 C室 (連 天台), 4 ,04/11/19,$12540萬,1990呎 ,-, $63015 ,-,-,-
  芝齡大廈  十九樓 C室, 45 ,31/10/19,$585萬,410呎 ,543呎 , $14268 , $10773 ,[ 4718天,升248%]
 怡安閣 B座  24樓 B6室, 44 ,31/10/19,$1075萬,771呎 ,908呎 , $13943 , $11839 ,-,-
  KADOORIA  7樓 111號, 4 ,28/10/19,$7673萬,1518呎 ,-, $50547 ,-,-,-
 帝庭園 7座  16樓 C室, 24 ,28/10/19,$2237萬,948呎 ,1128呎 , $23601 , $19835 ,[ 8349天,升77%]
 寶雲閣 3座  3樓 D室, 44 ,28/10/19,$1068萬,649呎 ,740呎 , $16456 , $14432 ,-,-
 皓畋 1座  1樓 A室, 3 ,28/10/19,$1208萬,467呎 ,-, $25867 ,-,[ 1109天,升24%]
 ONE HOMANTIN 3座  7樓 F室, 3 ,28/10/19,$1400萬,491呎 ,-, $28513 ,-,[ 1259天,升36%]
 冠暉苑 鳴暉閣 (A座)  11樓 4室, 21 ,25/10/19,$530萬,418呎 ,-, $12679 ,-,-,-
 俊民苑 文斌閣 (B座)  七樓 8室, 40 ,25/10/19,$715萬,525呎 ,629呎 , $13619 , $11367 ,-,-
 寶雲閣 2座  4樓 C室, 44 ,25/10/19,$1010萬,639呎 ,729呎 , $15806 , $13855 ,[ 2623天,升57%]
 皓畋 5座  20樓 A室, 3 ,25/10/19,$2000萬,865呎 ,-, $23121 ,-,[ 1104天,跌9%]
 鼎峰大廈 1座  11樓 B1室, 55 ,24/10/19,$1668萬,1173呎 ,1600呎 , $14220 , $10425 ,[ 6951天,升268%]
  文星樓  16樓 B室, 54 ,24/10/19,$1700萬,1238呎 ,1600呎 , $13732 , $10625 ,[ 5886天,升414%]
  KADOORIA  地下 127號, 4 ,24/10/19,$5600萬,1467呎 ,-, $38173 ,-,-,-
 皓畋 7座  16樓 B室, 3 ,23/10/19,$5200萬,1477呎 ,-, $35206 ,-,-,-
 怡安閣 C座  25樓 C6室, 44 ,22/10/19,$1000萬,707呎 ,831呎 , $14144 , $12034 ,[ 1750天,升30%]
 皓畋 7座  11樓 B室, 3 ,22/10/19,$5050萬,1477呎 ,-, $34191 ,-,-,-
半山壹號 2期 富甲半山 半山徑12號  55樓 12號, 11 ,22/10/19,$2730萬,1137呎 ,1491呎 , $24011 , $18310 ,[ 3615天,升38%]
 御龍居 1座  5樓 C室, 22 ,22/10/19,$800萬,583呎 ,733呎 , $13722 , $10914 ,[ 4337天,升167%]
  德星樓  1樓 C室, 55 ,21/10/19,$882萬,667呎 ,-, $13223 ,-,[ 1801天,升194%]
  怡富大廈  十一樓 A室, 35 ,18/10/19,$465萬,246呎 ,359呎 , $18902 , $12953 ,[ 1533天,升27%]
  公爵閣  7樓 A室, 48 ,18/10/19,$1528萬,1002呎 ,1280呎 , $15250 , $11938 ,-,-
  日麗園  16樓 A室, 46 ,17/10/19,$2329萬,1335呎 ,1650呎 , $17444 , $14114 ,[ 8347天,升199%]
  君逸山  30樓 F室, 17 ,17/10/19,$820萬,482呎 ,656呎 , $17012 , $12500 ,[ 3122天,升53%]
 皓畋 10座  21樓 A室, 3 ,17/10/19,$3280萬,943呎 ,-, $34783 ,-,-,-
 皓畋 10座  21樓 B室, 3 ,17/10/19,$4520萬,1300呎 ,-, $34769 ,-,-,-
 皓畋 1座  7樓 B室, 3 ,16/10/19,$1515萬,681呎 ,-, $22247 ,-,[ 1211天,升13%]
 帝庭園 5座  16樓 B室, 24 ,15/10/19,$2430萬,1190呎 ,1410呎 , $20420 , $17234 ,[ 8333天,升54%]
 文豪閣 A座  5樓 C室, 35 ,14/10/19,$1880萬,991呎 ,1188呎 , $18971 , $15825 ,[ 1579天,升57%]
  盛馬苑  8樓 A室, 19 ,14/10/19,$540萬,311呎 ,522呎 , $17363 , $10345 ,[ 3162天,升105%]
  仁華園  14樓 D室, 54 ,11/10/19,$1198萬,715呎 ,-, $16755 ,-,[ 1505天,升26%]
半山壹號 2期 富甲半山 半山徑25號  57樓 25號, 11 ,11/10/19,$2398萬,1182呎 ,1541呎 , $20288 , $15561 ,[ 3445天,升32%]
 俊民苑 文明閣 (J座)  十五樓 3室, 40 ,11/10/19,$703萬,525呎 ,629呎 , $13390 , $11176 ,-,-
天鑄 1期 6座  6樓 C室, 5 ,11/10/19,$3850萬,1266呎 ,-, $30411 ,-,[ 1547天,升8%]
  福園  九樓 6A室, 54 ,10/10/19,$1600萬,1040呎 ,-, $15385 ,-,[ 4680天,升166%]
  榮英大廈  十四樓 5號, 56 ,10/10/19,$1170萬,1015呎 ,-, $11527 ,-,-,-
 界限街108-108C號 A座  三樓 108A號, 63 ,08/10/19,$2150萬,1087呎 ,-, $19779 ,-,-,-
半山壹號 2期 富甲半山 半山徑20號  50樓 20號, 11 ,08/10/19,$2350萬,1137呎 ,1491呎 , $20668 , $15761 ,[ 3650天,升24%]
  寶建大廈  2樓 A室, 54 ,04/10/19,$935萬,745呎 ,-, $12550 ,-,-,-
  加多利軒  12樓 E室, 2 ,04/10/19,$488萬,-,-,-,-,[ 898天,跌17%]
 俊民苑 文斌閣 (B座)  二樓 1室, 40 ,02/10/19,$700萬,596呎 ,715呎 , $11745 , $9790 ,-,-
 富威花園 D座  十一樓 3室, 36 ,30/09/19,$463萬,260呎 ,413呎 , $17808 , $11211 ,[ 3402天,升141%]
  冠熹苑  35樓 2室, 20 ,30/09/19,$545萬,421呎 ,565呎 , $12945 , $9646 ,-,-
 欣圖軒 1座  17樓 E室, 22 ,30/09/19,$700萬,490呎 ,610呎 , $14286 , $11475 ,-,-
  蔚景樓  九樓 G室, 45 ,30/09/19,$518萬,340呎 ,480呎 , $15235 , $10792 ,[ 1097天,升36%]
  冠熹苑  20樓 6室, 20 ,27/09/19,$665萬,535呎 ,719呎 , $12430 , $9249 ,-,-
  偉倫大廈  五樓 A室, 57 ,27/09/19,$1720萬,1302呎 ,-, $13210 ,-,[ 3869天,升140%]
  恆懋大樓  10樓 87號, 57 ,27/09/19,$1533萬,1356呎 ,-, $11305 ,-,[ 7636天,升238%]
  明寓  9樓 B室, 4 ,26/09/19,$10880萬,2719呎 ,-, $40015 ,-,-,-
  恆山閣  18樓 5室, 39 ,26/09/19,$500萬,336呎 ,418呎 , $14881 , $11962 ,-,-
 欣圖軒 3座  14樓 D室, 22 ,25/09/19,$698萬,482呎 ,607呎 , $14481 , $11499 ,-,-
  德信園  5樓 A室, 55 ,24/09/19,$970萬,635呎 ,-, $15276 ,-,[ 2221天,升35%]
 ONE HOMANTIN 2座  2樓 A室, 3 ,24/09/19,$1520萬,698呎 ,-, $21777 ,-,[ 1243天,升19%]
  華欣閣  16樓 E室, 41 ,23/09/19,$485萬,298呎 ,377呎 , $16275 , $12865 ,[ 8087天,升122%]
天鑄 2期 1座  12樓 A室, 4 ,23/09/19,$8076萬,1910呎 ,-, $42283 ,-,-,-
 御龍居 1座  12樓 H室, 22 ,20/09/19,$1032萬,629呎 ,790呎 , $16407 , $13063 ,[ 7577天,升172%]
  騰龍閣  十六樓 1號, 39 ,20/09/19,$708萬,491呎 ,755呎 , $14420 , $9377 ,[ 2314天,升28%]
 巴富花園 豪富閣  16樓 C室, 40 ,19/09/19,$1288萬,809呎 ,923呎 , $15921 , $13954 ,-,-
  恆懋大樓  10樓 85號, 57 ,18/09/19,$1638萬,1292呎 ,-, $12678 ,-,[ 1966天,升37%]
 帝庭園 1座  9樓 C室, 24 ,17/09/19,$2070萬,948呎 ,1128呎 , $21835 , $18351 ,[ 3246天,升80%]
 文德苑 2座  2樓 B室, 29 ,17/09/19,$850萬,534呎 ,620呎 , $15918 , $13710 ,[ 7990天,升121%]
 翠華大廈 5座  10樓 128A號, 57 ,16/09/19,$1873萬,1561呎 ,1800呎 , $12000 , $10407 ,[ 3467天,升39%]
  怡景大廈  6樓 C室, 43 ,11/09/19,$668萬,502呎 ,560呎 , $13307 , $11929 ,[ 3633天,升159%]
 欣圖軒 4座  11樓 H室, 22 ,10/09/19,$760萬,539呎 ,681呎 , $14100 , $11160 ,-,-
  KADOORIA  1樓 119號, 4 ,10/09/19,$6800萬,1657呎 ,-, $41038 ,-,-,-
  常康園  15樓 H室, 48 ,09/09/19,$2138萬,1496呎 ,1663呎 , $14291 , $12856 ,-,-
  明寓  15樓 B室, 4 ,09/09/19,$12800萬,2719呎 ,-, $47076 ,-,-,-
 富威花園 D座  六樓 4室, 36 ,06/09/19,$480萬,260呎 ,414呎 , $18462 , $11594 ,[ 3756天,升210%]
 富威花園 C座  二十一樓 4室, 36 ,06/09/19,$600萬,352呎 ,488呎 , $17045 , $12295 ,[ 3573天,升135%]
 御龍居 2座  6樓 A室, 22 ,06/09/19,$820萬,564呎 ,707呎 , $14539 , $11598 ,[ 3317天,升90%]
  怡景大廈  25樓 C室, 43 ,05/09/19,$888萬,502呎 ,560呎 , $17689 , $15857 ,[ 3388天,升147%]
 御龍居 1座  25樓 F室, 22 ,03/09/19,$1300萬,713呎 ,896呎 , $18233 , $14509 ,[ 3406天,升111%]
  麒麟閣  9樓 G室(4號), 56 ,03/09/19,$1300萬,1292呎 ,-, $10062 ,-,-,-
  典雅大廈  7樓 B室, 28 ,02/09/19,$565萬,311呎 ,484呎 , $18167 , $11674 ,[ 4330天,升290%]
 皓畋 10座  2樓 B室 (連 平台), 3 ,30/08/19,$4666萬,1250呎 ,-, $37331 ,-,-,-
  昌邦閣  7樓 A室, 29 ,30/08/19,$1600萬,920呎 ,1228呎 , $17391 , $13029 ,[ 4584天,升185%]
 冠暉苑 高暉閣 (B座)  8樓 15室, 21 ,29/08/19,$488萬,291呎 ,-, $16770 ,-,-,-
  太平閣  1樓 A室, 29 ,29/08/19,$655萬,429呎 ,642呎 , $15268 , $10202 ,[ 3756天,升194%]
天鑄 2期 5座  19樓 A室, 4 ,29/08/19,$4500萬,-,-,-,-,[ 1207天,升7%]
  伯爵園  1樓 B室, 48 ,29/08/19,$2800萬,1604呎 ,-, $17456 ,-,-,-
  林苑  6樓 A室, 55 ,29/08/19,$1790萬,1173呎 ,-, $15260 ,-,[ 1603天,升30%]
 俊民苑 文蘭閣 (C座)  九樓 2室, 40 ,29/08/19,$660萬,485呎 ,582呎 , $13608 , $11340 ,-,-
 嘉輝臺 A座  19樓 A4室, 42 ,28/08/19,$1128萬,634呎 ,713呎 , $17792 , $15820 ,-,-
  KADOORIA  1樓 121號, 4 ,28/08/19,$7424萬,1856呎 ,-, $40000 ,-,-,-
 俊民苑 文蘭閣 (C座)  十二樓 5室, 40 ,28/08/19,$750萬,554呎 ,665呎 , $13538 , $11278 ,-,-
  龍柏花園  19樓 B室, 25 ,28/08/19,$2000萬,687呎 ,914呎 , $29112 , $21882 ,[ 7765天,升35%]
半山壹號 2期 富甲半山 半山徑12號  58樓 12號, 11 ,27/08/19,$3028萬,1137呎 ,1491呎 , $26631 , $20309 ,[ 3294天,升18%]
  瓊林別墅 (A-B座)  十一樓 B1室, 54 ,27/08/19,$1150萬,741呎 ,900呎 , $15520 , $12778 ,[ 3275天,升83%]
  嘉爵園  1樓 A室, 32 ,27/08/19,$1391萬,994呎 ,1236呎 , $13994 , $11254 ,[ 8148天,升105%]
  德信園  6樓 A室, 55 ,23/08/19,$1040萬,635呎 ,-, $16378 ,-,[ 2202天,升45%]
 皓畋 7座  21樓 B室, 3 ,22/08/19,$5600萬,1477呎 ,-, $37915 ,-,-,-
  加多利軒  25樓 A室, 2 ,22/08/19,$1063萬,389呎 ,-, $27324 ,-,-,-
  九龍塘大廈  11樓 112號, 56 ,22/08/19,$1980萬,1163呎 ,-, $17025 ,-,-,-
 御龍居 2座  19樓 D室, 22 ,21/08/19,$1450萬,792呎 ,995呎 , $18308 , $14573 ,[ 2648天,升86%]
  楓鳴閣  1樓 A室(297A號), 57 ,21/08/19,$1600萬,1249呎 ,-, $12810 ,-,-,-
  自由大廈  十四樓 A室, 58 ,20/08/19,$1000萬,797呎 ,-, $12547 ,-,-,-
  彌敦大廈  三樓 510號 (前座), 62 ,20/08/19,$1100萬,623呎 ,-, $17657 ,-,-,-
  勝利道1號  12樓 A室, 9 ,19/08/19,$960萬,556呎 ,883呎 , $17266 , $10872 ,[ 2647天,升1%]
  KADOORIA  地下 125號, 4 ,16/08/19,$6800萬,1532呎 ,-, $44386 ,-,-,-
  公主台  4樓 D室, 53 ,16/08/19,$1658萬,1073呎 ,-, $15452 ,-,-,-
  福龍花園  5樓 B室, 32 ,16/08/19,$960萬,537呎 ,628呎 , $17877 , $15287 ,[ 8122天,升121%]
  KADOORIA  1樓 113號, 4 ,15/08/19,$8488萬,1945呎 ,-, $43640 ,-,-,-
  自由道1B號  一樓 1B號, 65 ,15/08/19,$2129萬,988呎 ,-, $21547 ,-,[ 1011天,升160%]
  自由道1C號  二樓 1C號, 65 ,15/08/19,$2389萬,1109呎 ,-, $21541 ,-,-,-
  嘉樂苑  6樓 B室, 27 ,15/08/19,$622萬,411呎 ,607呎 , $15134 , $10247 ,-,-
天鑄 1期 7座  17樓 A室, 5 ,15/08/19,$3368萬,988呎 ,-, $34089 ,-,[ 1459天,升18%]
 皓畋 9座  18樓 B室, 3 ,15/08/19,$3480萬,958呎 ,-, $36326 ,-,-,-
 碧麗園 A座  6樓 A2室, 42 ,14/08/19,$2345萬,1367呎 ,1528呎 , $17154 , $15347 ,-,-
  KADOORIA  1樓 115號, 4 ,14/08/19,$5480萬,1267呎 ,-, $43252 ,-,-,-
  耀爵臺  6樓 2號A, 10 ,14/08/19,$1848萬,982呎 ,-, $18819 ,-,-,-
  公主台  17樓 D室, 53 ,13/08/19,$1880萬,1073呎 ,-, $17521 ,-,[ 4157天,升189%]
  KADOORIA  7樓 129號, 4 ,13/08/19,$8794萬,1576呎 ,-, $55800 ,-,-,-
  加多利軒  19樓 A室, 2 ,13/08/19,$1037萬,389呎 ,-, $26657 ,-,-,-
 皓畋 9座  12樓 B室, 3 ,12/08/19,$3260萬,958呎 ,-, $34029 ,-,-,-
  加多利軒  9樓 A室, 2 ,09/08/19,$1004萬,389呎 ,-, $25818 ,-,-,-
 俊民苑 文福閣 (A座)  六樓 6室, 40 ,08/08/19,$820萬,596呎 ,715呎 , $13758 , $11469 ,-,-
 巴富洋樓 B3座  8樓 D室, 46 ,07/08/19,$2500萬,1356呎 ,1695呎 , $18437 , $14749 ,-,-
天鑄 2期 2座  15樓 B室, 4 ,07/08/19,$6829萬,1606呎 ,-, $42522 ,-,-,-
  山谷道17號  七樓 17號, 56 ,07/08/19,$700萬,652呎 ,-, $10736 ,-,-,-
  加多利軒  30樓 A室 (連 天台), 2 ,07/08/19,$1295萬,389呎 ,-, $33287 ,-,-,-
 俊民苑 文斌閣 (B座)  十一樓 6室, 40 ,07/08/19,$700萬,596呎 ,715呎 , $11745 , $9790 ,-,-
  冠熹苑  16樓 20室, 20 ,06/08/19,$413萬,213呎 ,287呎 , $19390 , $14390 ,-,-
  加多利軒  29樓 A室, 2 ,06/08/19,$1135萬,389呎 ,-, $29183 ,-,-,-
 皓畋 9座  19樓 A室, 3 ,06/08/19,$3360萬,960呎 ,-, $35000 ,-,-,-
 ONE HOMANTIN 6座  16樓 C室, 3 ,06/08/19,$1188萬,512呎 ,-, $23203 ,-,[ 845天,升7%]
  儉德大廈  15樓 I室, 55 ,05/08/19,$690萬,709呎 ,925呎 , $9726 , $7455 ,-,-
 恆信園 6期  20樓 B室, 48 ,05/08/19,$2570萬,1324呎 ,-, $19411 ,-,-,-
  龍騰閣  6樓 6室, 53 ,02/08/19,$1149萬,720呎 ,-, $15958 ,-,-,-
 皓畋 10座  17樓 B室, 3 ,02/08/19,$4734萬,1300呎 ,-, $36415 ,-,-,-
 爵士花園 1座  6樓 D室, 25 ,02/08/19,$1888萬,887呎 ,1110呎 , $21285 , $17009 ,[ 2348天,升37%]
  加多利軒  19樓 F室, 2 ,01/08/19,$1024萬,390呎 ,-, $26264 ,-,-,-
 俊民苑 文斌閣 (B座)  四樓 7室, 40 ,01/08/19,$675萬,485呎 ,582呎 , $13918 , $11598 ,-,-
  松福樓  5/F A室, 57 ,01/08/19,$1780萬,1321呎 ,-, $13475 ,-,-,-
 露明花園大廈 A座  6樓 149號, 56 ,31/07/19,$2038萬,1335呎 ,-, $15266 ,-,[ 2669天,升85%]
 俊民苑 文凱閣 (F座)  九樓 2室, 40 ,30/07/19,$660萬,485呎 ,582呎 , $13608 , $11340 ,-,-
天鑄 2期 3座  22樓 A室 (連 平台), 4 ,30/07/19,$15583萬,2265呎 ,-, $68797 ,-,-,-
  冠熹苑  21樓 3室, 20 ,30/07/19,$750萬,596呎 ,802呎 , $12584 , $9352 ,-,-
 寶雲閣 4座  9樓 C室, 44 ,30/07/19,$1100萬,639呎 ,729呎 , $17214 , $15089 ,[ 798天,升14%]
  利寶大廈  十五樓 G室 (5A號), 56 ,29/07/19,$850萬,836呎 ,-, $10167 ,-,[ 3401天,升71%]
 皓畋 3座  2樓 E室, 3 ,29/07/19,$1293萬,-,-,-,-,[ 430天,無升跌]
  恆山閣  4樓 3室, 39 ,29/07/19,$480萬,349呎 ,433呎 , $13754 , $11085 ,[ 8407天,升275%]
  聖佐治大廈  6樓 C室, 18 ,26/07/19,$2028萬,982呎 ,1389呎 , $20652 , $14600 ,[ 4245天,升112%]
  恆山閣  10樓 3室, 39 ,26/07/19,$556萬,349呎 ,433呎 , $15931 , $12841 ,[ 1517天,升33%]
 帝庭園 6座  13樓 A室, 24 ,26/07/19,$2680萬,1215呎 ,1434呎 , $22058 , $18689 ,[ 8252天,升72%]
  正平大廈  20樓 A室, 49 ,26/07/19,$938萬,590呎 ,650呎 , $15898 , $14431 ,-,-
  自由道1C號  四樓 1C號, 65 ,25/07/19,$1800萬,1109呎 ,-, $16231 ,-,-,-
  怡富大廈  九樓 B室, 35 ,25/07/19,$390萬,246呎 ,359呎 , $15854 , $10864 ,-,-
  加多利軒  15樓 K室, 2 ,25/07/19,$700萬,-,-,-,-,[ 996天,升42%]
  怡景大廈  14樓 B室, 43 ,24/07/19,$700萬,465呎 ,543呎 , $15054 , $12891 ,[ 2036天,升38%]
  怡富大廈  二十一樓 D室, 35 ,24/07/19,$475萬,244呎 ,372呎 , $19459 , $12763 ,[ 1532天,升35%]
  麗苑  3樓 B室, 55 ,23/07/19,$1880萬,1216呎 ,-, $15461 ,-,[ 1580天,升40%]
 京士柏山 2座 (72號)  2樓 A室, 20 ,22/07/19,$3180萬,1230呎 ,1866呎 , $25854 , $17042 ,[ 6776天,升117%]
 皇子大廈 3期  八樓 222號, 57 ,22/07/19,$2000萬,1550呎 ,-, $12903 ,-,-,-
  自由道1B號  二樓 1B號, 65 ,22/07/19,$2000萬,988呎 ,-, $20243 ,-,[ 8105天,升900%]
 俊民苑 文雄閣 (G座)  三樓 9室, 39 ,19/07/19,$680萬,519呎 ,623呎 , $13102 , $10915 ,-,-
  萬基大廈  十二樓 G室, 54 ,19/07/19,$1050萬,780呎 ,-, $13462 ,-,-,-
 皓畋 10座  19樓 B室, 3 ,18/07/19,$4550萬,1300呎 ,-, $35000 ,-,-,-
 皓畋 9座  3樓 B室, 3 ,18/07/19,$3050萬,958呎 ,-, $31837 ,-,-,-
 ONE HOMANTIN 5座  11樓 D室, 3 ,18/07/19,$2086萬,749呎 ,-, $27845 ,-,-,-
  自由道9A號  三樓 9A號, 57 ,18/07/19,$4800萬,626呎 ,-, $76677 ,-,[ 4977天,無升跌]
  自由道9號  四樓 9號, 57 ,18/07/19,$2920萬,826呎 ,-, $35351 ,-,-,-
  九龍總商會大廈  11樓 F室, 36 ,17/07/19,$828萬,517呎 ,635呎 , $16015 , $13039 ,[ 1450天,升32%]
  自由道1C號  一樓 1C號, 65 ,17/07/19,$2218萬,1109呎 ,-, $20000 ,-,-,-
  自由道1C號  三樓 1C號, 65 ,17/07/19,$2218萬,1109呎 ,-, $20000 ,-,-,-
  自由道1B號  三樓 1B號, 65 ,17/07/19,$1800萬,988呎 ,-, $18219 ,-,[ 2859天,升169%]
  KADOORIA  1樓 117號, 4 ,16/07/19,$7280萬,1820呎 ,-, $40000 ,-,-,-
 皓畋 10座  15樓 B室, 3 ,16/07/19,$4530萬,1300呎 ,-, $34846 ,-,-,-
半山壹號 1期 半山徑28號  38樓 28號, 11 ,15/07/19,$2500萬,1259呎 ,1643呎 , $19857 , $15216 ,[ 4040天,升14%]
  梭椏園  5樓 23號, 47 ,15/07/19,$610萬,473呎 ,-, $12896 ,-,[ 5883天,升510%]
  恩佳大廈  十八樓 B室, 42 ,12/07/19,$639萬,438呎 ,598呎 , $14584 , $10682 ,[ 3053天,升112%]
  全發大廈  十六樓 C室, 42 ,12/07/19,$562萬,366呎 ,-, $15355 ,-,[ 2438天,升91%]
  怡景大廈  22樓 F室, 43 ,12/07/19,$655萬,390呎 ,457呎 , $16795 , $14333 ,[ 3668天,升208%]
  常康園  9樓 C室, 48 ,11/07/19,$2900萬,1625呎 ,1813呎 , $17846 , $15996 ,[ 8135天,升115%]
 君頤峰 2座  26樓 C室, 16 ,10/07/19,$4200萬,1343呎 ,1762呎 , $31273 , $23837 ,[ 5461天,升218%]
  全發大廈  二十一樓 C室, 42 ,10/07/19,$568萬,366呎 ,480呎 , $15519 , $11833 ,-,-
  麒麟閣  7樓 A室(240A號), 56 ,09/07/19,$2350萬,1722呎 ,-, $13647 ,-,-,-
  太平閣  10樓 A室, 29 ,09/07/19,$660萬,429呎 ,642呎 , $15385 , $10280 ,[ 8061天,升81%]
 富威花園 D座  十八樓 3室, 36 ,08/07/19,$490萬,260呎 ,413呎 , $18846 , $11864 ,[ 2211天,升46%]
 皓畋 10座  6樓 A室, 3 ,08/07/19,$3466萬,943呎 ,-, $36755 ,-,-,-
  冠熹苑  14樓 2室, 20 ,05/07/19,$490萬,426呎 ,573呎 , $11502 , $8551 ,-,-
  明德園  14樓 C室, 56 ,05/07/19,$2240萬,1507呎 ,-, $14864 ,-,[ 1689天,升21%]
  康麗花園  4樓 F室, 31 ,05/07/19,$1250萬,679呎 ,830呎 , $18409 , $15060 ,[ 8245天,升184%]
  冠熹苑  3樓 2室, 20 ,04/07/19,$499萬,426呎 ,573呎 , $11714 , $8709 ,-,-
 巴富洋樓 B3座  9樓 C室, 46 ,04/07/19,$2683萬,1356呎 ,1695呎 , $19786 , $15829 ,[ 6799天,升321%]
 雅士花園 1座  11樓 B室, 29 ,04/07/19,$3450萬,1765呎 ,-, $19547 ,-,[ 7995天,升8%]
  太平花園  26樓 A室, 26 ,04/07/19,$701萬,379呎 ,565呎 , $18496 , $12407 ,[ 3720天,升234%]
  太平居  25樓 C室, 22 ,04/07/19,$600萬,311呎 ,456呎 , $19293 , $13158 ,[ 8192天,升72%]
  太子台  6樓 A室, 47 ,04/07/19,$1800萬,1018呎 ,-, $17682 ,-,[ 7499天,升414%]
 欣圖軒 3座  4樓 E室, 22 ,04/07/19,$700萬,490呎 ,616呎 , $14286 , $11364 ,-,-
  百樂大廈  九樓 C室 (326號), 56 ,03/07/19,$720萬,763呎 ,1100呎 , $9436 , $6545 ,[ 4208天,升174%]
 俊民苑 文禧閣 (H座)  十六樓 4室, 39 ,02/07/19,$750萬,519呎 ,623呎 , $14451 , $12039 ,-,-
  富都大廈  18樓 E室, 41 ,02/07/19,$668萬,441呎 ,536呎 , $15147 , $12463 ,[ 1449天,升22%]
 衛理苑 D座  16樓 B室, 35 ,28/06/19,$2565萬,1383呎 ,1614呎 , $18547 , $15892 ,-,-
  KADOORIA  2樓 117號, 4 ,27/06/19,$7500萬,1820呎 ,-, $41209 ,-,-,-
  怡富大廈  八樓 A室, 35 ,26/06/19,$440萬,246呎 ,359呎 , $17886 , $12256 ,[ 5171天,升610%]
  新雅閣  十七樓 A室, 42 ,26/06/19,$1068萬,643呎 ,778呎 , $16610 , $13728 ,[ 3286天,升146%]
  華欣閣  7樓 A室, 41 ,26/06/19,$525萬,307呎 ,381呎 , $17101 , $13780 ,[ 2983天,升110%]
 皓畋 6座  10樓 B室, 3 ,26/06/19,$5229萬,1477呎 ,-, $35404 ,-,-,-
  加多利軒  28樓 A室, 2 ,25/06/19,$1109萬,389呎 ,-, $28516 ,-,-,-
  瑧樺  5樓 A1室, 0 ,25/06/19,$1323萬,526呎 ,-, $25150 ,-,-,-
 爵士花園 3座  5樓 C室, 25 ,24/06/19,$2228萬,1059呎 ,1323呎 , $21039 , $16841 ,[ 2377天,升55%]
  品蘭臺  二樓 1A號, 59 ,24/06/19,$1550萬,1141呎 ,-, $13585 ,-,-,-
 爵士花園 1座  20樓 B室, 25 ,24/06/19,$1885萬,1035呎 ,1295呎 , $18213 , $14556 ,[ 7659天,升87%]
  嘉景花園大廈  3樓 D室, 49 ,24/06/19,$1328萬,790呎 ,-, $16810 ,-,-,-
  常康園  14樓 G室, 48 ,21/06/19,$2238萬,1528呎 ,1688呎 , $14647 , $13258 ,[ 2742天,升75%]
  瑧樺  6樓 A1室, 0 ,21/06/19,$1373萬,526呎 ,-, $26101 ,-,-,-
 俊民苑 文賀閣 (D座)  十樓 2室, 39 ,21/06/19,$600萬,485呎 ,582呎 , $12371 , $10309 ,-,-
 賀龍居 1座  8樓 B室, 25 ,20/06/19,$1600萬,795呎 ,1000呎 , $20126 , $16000 ,[ 1852天,升41%]
 皓畋 9座  12樓 A室, 3 ,20/06/19,$3200萬,960呎 ,-, $33333 ,-,-,-
  蔚景樓  九樓 C室, 45 ,20/06/19,$500萬,340呎 ,-, $14706 ,-,-,-
